date,0,cloud_cover,ghi,dhi,dni,direct_irradiance,temp_air,wind_speed,precip,snow,isday,soiling,degradation,inverter_fault,pid,open_string
2023-01-01 01:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 02:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 03:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 04:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 05:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 06:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 07:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 08:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 09:00:00+01:00,102.04909708166075,,,,,,,,,,,,,,,
2023-01-01 10:00:00+01:00,627.1737468564529,,,,,,,,,,,,,,,
2023-01-01 11:00:00+01:00,970.2130203729923,,,,,,,,,,,,,,,
2023-01-01 12:00:00+01:00,1147.872625283798,,,,,,,,,,,,,,,
2023-01-01 13:00:00+01:00,1152.1905010223918,,,,,,,,,,,,,,,
2023-01-01 14:00:00+01:00,1042.5175758032701,,,,,,,,,,,,,,,
2023-01-01 15:00:00+01:00,773.6025602122555,,,,,,,,,,,,,,,
2023-01-01 16:00:00+01:00,418.0924749818709,,,,,,,,,,,,,,,
2023-01-01 17:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 18:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 19:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 20:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 21:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 22:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-01 23:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 00:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 01:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 02:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 03:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 04:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 05:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 06:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 07:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 08:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 09:00:00+01:00,101.16319058677996,,,,,,,,,,,,,,,
2023-01-02 10:00:00+01:00,614.9446532645813,,,,,,,,,,,,,,,
2023-01-02 11:00:00+01:00,982.799218950834,,,,,,,,,,,,,,,
2023-01-02 12:00:00+01:00,1120.4918732902438,,,,,,,,,,,,,,,
2023-01-02 13:00:00+01:00,1201.6749185470555,,,,,,,,,,,,,,,
2023-01-02 14:00:00+01:00,943.2335562222097,,,,,,,,,,,,,,,
2023-01-02 15:00:00+01:00,605.0253445532757,,,,,,,,,,,,,,,
2023-01-02 16:00:00+01:00,277.44420580476935,,,,,,,,,,,,,,,
2023-01-02 17:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 18:00:00+01:00,-1.14,,,,,,,,,,,,,,,
2023-01-02 19:00:00+01:00,-1.14,,,,,,,,,,,,,,,
